,target
11603,satisfied
11604,neutral or dissatisfied
11605,neutral or dissatisfied
11606,satisfied
11607,neutral or dissatisfied
11608,neutral or dissatisfied
11609,satisfied
11610,satisfied
11611,neutral or dissatisfied
11612,satisfied
11613,neutral or dissatisfied
11614,neutral or dissatisfied
11615,satisfied
11616,neutral or dissatisfied
11617,satisfied
11618,neutral or dissatisfied
11619,neutral or dissatisfied
11620,neutral or dissatisfied
11621,satisfied
11622,satisfied
11623,neutral or dissatisfied
11624,satisfied
11625,neutral or dissatisfied
11626,satisfied
11627,neutral or dissatisfied
11628,satisfied
11629,satisfied
11630,neutral or dissatisfied
11631,satisfied
11632,satisfied
11633,satisfied
11634,satisfied
11635,neutral or dissatisfied
11636,neutral or dissatisfied
11637,neutral or dissatisfied
11638,neutral or dissatisfied
11639,satisfied
11640,satisfied
11641,neutral or dissatisfied
11642,satisfied
11643,satisfied
11644,satisfied
11645,satisfied
11646,satisfied
11647,satisfied
11648,neutral or dissatisfied
11649,neutral or dissatisfied
11650,satisfied
11651,neutral or dissatisfied
11652,satisfied
11653,neutral or dissatisfied
11654,neutral or dissatisfied
11655,neutral or dissatisfied
11656,neutral or dissatisfied
11657,satisfied
11658,satisfied
11659,neutral or dissatisfied
11660,neutral or dissatisfied
11661,satisfied
11662,neutral or dissatisfied
11663,satisfied
11664,satisfied
11665,neutral or dissatisfied
11666,neutral or dissatisfied
11667,neutral or dissatisfied
11668,satisfied
11669,satisfied
11670,neutral or dissatisfied
11671,satisfied
11672,neutral or dissatisfied
11673,satisfied
11674,neutral or dissatisfied
11675,neutral or dissatisfied
11676,neutral or dissatisfied
11677,neutral or dissatisfied
11678,neutral or dissatisfied
11679,satisfied
11680,satisfied
11681,satisfied
11682,neutral or dissatisfied
11683,neutral or dissatisfied
11684,satisfied
11685,neutral or dissatisfied
11686,neutral or dissatisfied
11687,satisfied
11688,neutral or dissatisfied
11689,satisfied
11690,satisfied
11691,neutral or dissatisfied
11692,satisfied
11693,satisfied
11694,satisfied
11695,neutral or dissatisfied
11696,neutral or dissatisfied
11697,neutral or dissatisfied
11698,neutral or dissatisfied
11699,neutral or dissatisfied
11700,satisfied
11701,neutral or dissatisfied
11702,neutral or dissatisfied
11703,neutral or dissatisfied
11704,satisfied
11705,satisfied
11706,satisfied
11707,neutral or dissatisfied
11708,neutral or dissatisfied
11709,neutral or dissatisfied
11710,neutral or dissatisfied
11711,neutral or dissatisfied
11712,neutral or dissatisfied
11713,neutral or dissatisfied
11714,satisfied
11715,satisfied
11716,neutral or dissatisfied
11717,neutral or dissatisfied
11718,neutral or dissatisfied
11719,neutral or dissatisfied
11720,neutral or dissatisfied
11721,neutral or dissatisfied
11722,neutral or dissatisfied
11723,satisfied
11724,neutral or dissatisfied
11725,neutral or dissatisfied
11726,satisfied
11727,satisfied
11728,satisfied
11729,satisfied
11730,neutral or dissatisfied
11731,satisfied
11732,neutral or dissatisfied
11733,satisfied
11734,satisfied
11735,neutral or dissatisfied
11736,neutral or dissatisfied
11737,neutral or dissatisfied
11738,neutral or dissatisfied
11739,neutral or dissatisfied
11740,neutral or dissatisfied
11741,neutral or dissatisfied
11742,neutral or dissatisfied
11743,neutral or dissatisfied
11744,neutral or dissatisfied
11745,satisfied
11746,neutral or dissatisfied
11747,satisfied
11748,neutral or dissatisfied
11749,satisfied
11750,neutral or dissatisfied
11751,neutral or dissatisfied
11752,satisfied
11753,neutral or dissatisfied
11754,neutral or dissatisfied
11755,satisfied
11756,satisfied
11757,neutral or dissatisfied
11758,neutral or dissatisfied
11759,satisfied
11760,neutral or dissatisfied
11761,neutral or dissatisfied
11762,neutral or dissatisfied
11763,neutral or dissatisfied
11764,satisfied
11765,satisfied
11766,satisfied
11767,neutral or dissatisfied
11768,neutral or dissatisfied
11769,satisfied
11770,satisfied
11771,neutral or dissatisfied
11772,neutral or dissatisfied
11773,satisfied
11774,satisfied
11775,neutral or dissatisfied
11776,neutral or dissatisfied
11777,satisfied
11778,neutral or dissatisfied
11779,neutral or dissatisfied
11780,satisfied
11781,neutral or dissatisfied
11782,satisfied
11783,neutral or dissatisfied
11784,neutral or dissatisfied
11785,neutral or dissatisfied
11786,neutral or dissatisfied
11787,neutral or dissatisfied
11788,satisfied
11789,neutral or dissatisfied
11790,satisfied
11791,neutral or dissatisfied
11792,neutral or dissatisfied
11793,neutral or dissatisfied
11794,neutral or dissatisfied
11795,neutral or dissatisfied
11796,satisfied
11797,neutral or dissatisfied
11798,neutral or dissatisfied
11799,satisfied
11800,satisfied
11801,neutral or dissatisfied
11802,neutral or dissatisfied
11803,neutral or dissatisfied
11804,neutral or dissatisfied
11805,satisfied
11806,neutral or dissatisfied
11807,neutral or dissatisfied
11808,satisfied
11809,neutral or dissatisfied
11810,satisfied
11811,satisfied
11812,neutral or dissatisfied
11813,satisfied
11814,neutral or dissatisfied
11815,satisfied
11816,satisfied
11817,satisfied
11818,neutral or dissatisfied
11819,neutral or dissatisfied
11820,satisfied
11821,satisfied
11822,satisfied
11823,neutral or dissatisfied
11824,satisfied
11825,satisfied
11826,satisfied
11827,satisfied
11828,neutral or dissatisfied
11829,satisfied
11830,neutral or dissatisfied
11831,satisfied
11832,satisfied
11833,neutral or dissatisfied
11834,neutral or dissatisfied
11835,satisfied
11836,satisfied
11837,satisfied
11838,satisfied
11839,neutral or dissatisfied
11840,neutral or dissatisfied
11841,satisfied
11842,neutral or dissatisfied
11843,neutral or dissatisfied
11844,satisfied
11845,satisfied
11846,neutral or dissatisfied
11847,neutral or dissatisfied
11848,satisfied
11849,neutral or dissatisfied
11850,satisfied
11851,neutral or dissatisfied
11852,satisfied
11853,neutral or dissatisfied
11854,neutral or dissatisfied
11855,neutral or dissatisfied
11856,satisfied
11857,neutral or dissatisfied
11858,satisfied
11859,satisfied
11860,neutral or dissatisfied
11861,satisfied
11862,satisfied
11863,neutral or dissatisfied
11864,satisfied
11865,satisfied
11866,satisfied
11867,neutral or dissatisfied
11868,neutral or dissatisfied
11869,neutral or dissatisfied
11870,neutral or dissatisfied
11871,neutral or dissatisfied
11872,neutral or dissatisfied
11873,satisfied
11874,satisfied
11875,neutral or dissatisfied
11876,neutral or dissatisfied
11877,neutral or dissatisfied
11878,neutral or dissatisfied
11879,neutral or dissatisfied
11880,satisfied
11881,satisfied
11882,neutral or dissatisfied
11883,neutral or dissatisfied
11884,satisfied
11885,neutral or dissatisfied
11886,neutral or dissatisfied
11887,neutral or dissatisfied
11888,satisfied
11889,neutral or dissatisfied
11890,neutral or dissatisfied
11891,satisfied
11892,satisfied
11893,neutral or dissatisfied
11894,satisfied
11895,satisfied
11896,satisfied
11897,satisfied
11898,neutral or dissatisfied
11899,neutral or dissatisfied
11900,satisfied
11901,neutral or dissatisfied
11902,neutral or dissatisfied
11903,neutral or dissatisfied
11904,satisfied
11905,satisfied
11906,neutral or dissatisfied
11907,satisfied
11908,satisfied
11909,satisfied
11910,neutral or dissatisfied
11911,neutral or dissatisfied
11912,satisfied
11913,satisfied
11914,neutral or dissatisfied
11915,satisfied
11916,neutral or dissatisfied
11917,neutral or dissatisfied
11918,satisfied
11919,neutral or dissatisfied
11920,satisfied
11921,neutral or dissatisfied
11922,neutral or dissatisfied
11923,satisfied
11924,neutral or dissatisfied
11925,neutral or dissatisfied
11926,neutral or dissatisfied
11927,neutral or dissatisfied
11928,satisfied
11929,neutral or dissatisfied
11930,satisfied
11931,neutral or dissatisfied
11932,satisfied
11933,satisfied
11934,neutral or dissatisfied
11935,satisfied
11936,neutral or dissatisfied
11937,neutral or dissatisfied
11938,neutral or dissatisfied
11939,neutral or dissatisfied
11940,neutral or dissatisfied
11941,neutral or dissatisfied
11942,neutral or dissatisfied
11943,neutral or dissatisfied
11944,satisfied
11945,neutral or dissatisfied
11946,satisfied
11947,satisfied
11948,satisfied
11949,neutral or dissatisfied
11950,neutral or dissatisfied
11951,satisfied
11952,neutral or dissatisfied
11953,neutral or dissatisfied
11954,neutral or dissatisfied
11955,neutral or dissatisfied
11956,satisfied
11957,neutral or dissatisfied
11958,neutral or dissatisfied
11959,neutral or dissatisfied
11960,neutral or dissatisfied
11961,neutral or dissatisfied
11962,neutral or dissatisfied
11963,neutral or dissatisfied
11964,neutral or dissatisfied
11965,satisfied
11966,satisfied
11967,neutral or dissatisfied
11968,neutral or dissatisfied
11969,satisfied
11970,neutral or dissatisfied
11971,satisfied
11972,satisfied
11973,neutral or dissatisfied
11974,neutral or dissatisfied
11975,satisfied
11976,neutral or dissatisfied
11977,neutral or dissatisfied
11978,satisfied
11979,neutral or dissatisfied
11980,neutral or dissatisfied
11981,satisfied
11982,satisfied
11983,satisfied
11984,neutral or dissatisfied
11985,neutral or dissatisfied
11986,satisfied
11987,neutral or dissatisfied
11988,satisfied
11989,neutral or dissatisfied
11990,satisfied
11991,satisfied
11992,satisfied
11993,satisfied
11994,neutral or dissatisfied
11995,satisfied
11996,neutral or dissatisfied
11997,neutral or dissatisfied
11998,neutral or dissatisfied
11999,satisfied
12000,satisfied
12001,satisfied
12002,neutral or dissatisfied
12003,neutral or dissatisfied
12004,neutral or dissatisfied
12005,satisfied
12006,satisfied
12007,neutral or dissatisfied
12008,neutral or dissatisfied
12009,satisfied
12010,satisfied
12011,satisfied
12012,neutral or dissatisfied
12013,neutral or dissatisfied
12014,satisfied
12015,neutral or dissatisfied
12016,neutral or dissatisfied
12017,satisfied
12018,neutral or dissatisfied
12019,neutral or dissatisfied
12020,satisfied
12021,neutral or dissatisfied
12022,neutral or dissatisfied
12023,neutral or dissatisfied
12024,satisfied
12025,satisfied
12026,satisfied
12027,neutral or dissatisfied
12028,satisfied
12029,satisfied
12030,neutral or dissatisfied
12031,neutral or dissatisfied
12032,neutral or dissatisfied
12033,neutral or dissatisfied
12034,neutral or dissatisfied
12035,satisfied
12036,neutral or dissatisfied
12037,satisfied
12038,neutral or dissatisfied
12039,satisfied
12040,neutral or dissatisfied
12041,satisfied
12042,satisfied
12043,satisfied
12044,neutral or dissatisfied
12045,satisfied
12046,neutral or dissatisfied
12047,neutral or dissatisfied
12048,satisfied
12049,satisfied
12050,neutral or dissatisfied
12051,neutral or dissatisfied
12052,neutral or dissatisfied
12053,neutral or dissatisfied
12054,satisfied
12055,satisfied
12056,neutral or dissatisfied
12057,satisfied
12058,neutral or dissatisfied
12059,satisfied
12060,neutral or dissatisfied
12061,satisfied
12062,satisfied
12063,satisfied
12064,neutral or dissatisfied
12065,satisfied
12066,satisfied
12067,neutral or dissatisfied
12068,satisfied
12069,satisfied
12070,neutral or dissatisfied
12071,neutral or dissatisfied
12072,neutral or dissatisfied
12073,neutral or dissatisfied
12074,neutral or dissatisfied
12075,satisfied
12076,neutral or dissatisfied
12077,neutral or dissatisfied
12078,satisfied
12079,neutral or dissatisfied
12080,neutral or dissatisfied
12081,neutral or dissatisfied
12082,neutral or dissatisfied
12083,satisfied
12084,satisfied
12085,neutral or dissatisfied
12086,neutral or dissatisfied
12087,satisfied
12088,neutral or dissatisfied
12089,neutral or dissatisfied
12090,satisfied
12091,neutral or dissatisfied
12092,neutral or dissatisfied
12093,neutral or dissatisfied
12094,neutral or dissatisfied
12095,satisfied
12096,satisfied
12097,neutral or dissatisfied
12098,neutral or dissatisfied
12099,neutral or dissatisfied
12100,neutral or dissatisfied
12101,satisfied
12102,satisfied
12103,satisfied
12104,satisfied
12105,neutral or dissatisfied
12106,neutral or dissatisfied
12107,satisfied
12108,neutral or dissatisfied
12109,neutral or dissatisfied
12110,satisfied
12111,neutral or dissatisfied
12112,neutral or dissatisfied
12113,neutral or dissatisfied
12114,neutral or dissatisfied
12115,satisfied
12116,satisfied
12117,satisfied
12118,neutral or dissatisfied
12119,satisfied
12120,neutral or dissatisfied
12121,neutral or dissatisfied
12122,neutral or dissatisfied
12123,neutral or dissatisfied
12124,satisfied
12125,satisfied
12126,satisfied
12127,neutral or dissatisfied
12128,satisfied
12129,satisfied
12130,neutral or dissatisfied
12131,satisfied
12132,neutral or dissatisfied
12133,neutral or dissatisfied
12134,neutral or dissatisfied
12135,neutral or dissatisfied
12136,neutral or dissatisfied
12137,neutral or dissatisfied
12138,satisfied
12139,satisfied
12140,neutral or dissatisfied
12141,neutral or dissatisfied
12142,neutral or dissatisfied
12143,satisfied
12144,neutral or dissatisfied
12145,satisfied
12146,neutral or dissatisfied
12147,satisfied
12148,neutral or dissatisfied
12149,neutral or dissatisfied
12150,satisfied
12151,satisfied
12152,satisfied
12153,neutral or dissatisfied
12154,neutral or dissatisfied
12155,neutral or dissatisfied
12156,neutral or dissatisfied
12157,neutral or dissatisfied
12158,neutral or dissatisfied
12159,satisfied
12160,neutral or dissatisfied
12161,satisfied
12162,neutral or dissatisfied
12163,neutral or dissatisfied
12164,neutral or dissatisfied
12165,neutral or dissatisfied
12166,satisfied
12167,neutral or dissatisfied
12168,neutral or dissatisfied
12169,satisfied
12170,neutral or dissatisfied
12171,neutral or dissatisfied
12172,satisfied
12173,satisfied
12174,satisfied
12175,satisfied
12176,satisfied
12177,neutral or dissatisfied
12178,satisfied
12179,neutral or dissatisfied
12180,neutral or dissatisfied
12181,neutral or dissatisfied
12182,satisfied
12183,satisfied
12184,neutral or dissatisfied
12185,neutral or dissatisfied
12186,satisfied
12187,neutral or dissatisfied
12188,neutral or dissatisfied
12189,neutral or dissatisfied
12190,neutral or dissatisfied
12191,neutral or dissatisfied
12192,neutral or dissatisfied
12193,neutral or dissatisfied
12194,satisfied
12195,neutral or dissatisfied
12196,neutral or dissatisfied
12197,satisfied
12198,satisfied
12199,satisfied
12200,neutral or dissatisfied
12201,neutral or dissatisfied
12202,satisfied
12203,neutral or dissatisfied
12204,satisfied
12205,neutral or dissatisfied
12206,satisfied
12207,satisfied
12208,satisfied
12209,neutral or dissatisfied
12210,neutral or dissatisfied
12211,neutral or dissatisfied
12212,neutral or dissatisfied
12213,satisfied
12214,neutral or dissatisfied
12215,satisfied
12216,neutral or dissatisfied
12217,neutral or dissatisfied
12218,neutral or dissatisfied
12219,satisfied
12220,neutral or dissatisfied
12221,satisfied
12222,neutral or dissatisfied
12223,neutral or dissatisfied
12224,neutral or dissatisfied
12225,neutral or dissatisfied
12226,neutral or dissatisfied
12227,satisfied
12228,neutral or dissatisfied
12229,satisfied
12230,satisfied
12231,neutral or dissatisfied
12232,neutral or dissatisfied
12233,neutral or dissatisfied
12234,satisfied
12235,neutral or dissatisfied
12236,satisfied
12237,neutral or dissatisfied
12238,neutral or dissatisfied
12239,satisfied
12240,satisfied
12241,satisfied
12242,satisfied
12243,neutral or dissatisfied
12244,neutral or dissatisfied
12245,neutral or dissatisfied
12246,neutral or dissatisfied
12247,satisfied
12248,neutral or dissatisfied
12249,neutral or dissatisfied
12250,neutral or dissatisfied
12251,neutral or dissatisfied
12252,satisfied
